amount,hour_of_day,is_weekend,sender_age_group_num,receiver_age_group_num,transaction_status_ok,transaction_type_P2M,transaction_type_P2P,transaction_type_Recharge,merchant_category_Entertainment,merchant_category_Food,merchant_category_Fuel,merchant_category_Grocery,merchant_category_Healthcare,merchant_category_Other,merchant_category_Shopping,merchant_category_Transport,merchant_category_Utilities,sender_state_Delhi,sender_state_Gujarat,sender_state_Karnataka,sender_state_Maharashtra,sender_state_Rajasthan,sender_state_Tamil Nadu,sender_state_Telangana,sender_state_Uttar Pradesh,sender_state_West Bengal,sender_bank_HDFC,sender_bank_ICICI,sender_bank_IndusInd,sender_bank_Kotak,sender_bank_PNB,sender_bank_SBI,sender_bank_Yes Bank,receiver_bank_HDFC,receiver_bank_ICICI,receiver_bank_IndusInd,receiver_bank_Kotak,receiver_bank_PNB,receiver_bank_SBI,receiver_bank_Yes Bank,device_type_Web,device_type_iOS,network_type_4G,network_type_5G,network_type_WiFi,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,label
0.5699200851615186,-1.480454467200256,0,-1.1890051723247668,-1.1848418013919542,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,0
-0.2796214876241614,0.4469616237628541,1,-0.3486424168482265,-1.1848418013919542,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,0
0.8935034358149176,0.4469616237628541,0,-1.1890051723247668,-0.3451175313308425,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
-0.3900077811580969,-0.3240048126223899,0,-1.1890051723247668,-1.1848418013919542,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
0.9102778235578196,0.8324448419554761,0,-0.3486424168482265,-0.3451175313308425,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,0
1.0011841829387076,0.2542200146665431,0,-0.3486424168482265,-0.3451175313308425,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0
-0.2785392690601032,-1.480454467200256,0,1.5188303730996409,-0.3451175313308425,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0
1.1737980439059892,-1.287712858103945,0,-0.3486424168482265,-1.1848418013919542,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0
-0.650822455096121,-0.3240048126223899,0,1.5188303730996409,-0.3451175313308425,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1
0.3637574487084331,-2.8296457308744327,0,0.5850939781257072,-0.3451175313308425,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0
-0.6638090778648192,0.6397032328591651,0,1.5188303730996409,-0.3451175313308425,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
-0.6302603023790153,-1.480454467200256,0,2.405879948324878,0.5879094354037259,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
0.8967500915070923,-1.480454467200256,0,1.5188303730996409,2.4073120205361342,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0
-0.4663041899241994,0.4469616237628541,0,-0.3486424168482265,0.5879094354037259,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
4.200222258294721,0.8324448419554761,1,-1.1890051723247668,-1.1848418013919542,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1
-0.0491089334797667,1.0251864510517872,0,0.5850939781257072,-1.1848418013919542,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1
-0.6730079356593139,1.2179280601480982,0,-0.3486424168482265,-0.3451175313308425,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0
2.0347029116142803,-2.2514209035855,0,1.5188303730996409,0.5879094354037259,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1
-0.0842810368116579,-2.0586792944891887,0,0.5850939781257072,-1.1848418013919542,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
-0.6686790614030811,-1.480454467200256,0,0.5850939781257072,-1.1848418013919542,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,0
0.023399710312132,0.6397032328591651,0,-1.1890051723247668,2.4073120205361342,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
-0.5285317573575454,1.2179280601480982,0,-0.3486424168482265,0.5879094354037259,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0
